City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
133,temir,100,KZ,1613008593,98,49.1414,57.13,26.96,11.01
134,rodrigues alves,100,BR,1613008594,95,-7.738,-72.6509,75.16,1.63
135,mahebourg,40,MU,1613008165,78,-20.4081,57.7,78.8,13.8
136,popondetta,100,PG,1613008596,52,-8.7537,148.2534,91.51,4.72
137,faanui,0,PF,1613008168,69,-16.4833,-151.75,82.11,17.36
138,hudson bay,100,CA,1613008599,84,52.85,-102.3842,-22.9,4.81
139,daru,100,PG,1613008600,72,-9.0763,143.2092,85.48,3.49
140,iquique,0,CL,1613008601,64,-20.2208,-70.1431,71.6,9.22
141,mana,12,GF,1613008604,83,5.6592,-53.7767,76.93,11.99
142,comodoro rivadavia,0,AR,1613008605,88,-45.8667,-67.5,66.2,8.32
143,east london,1,ZA,1613008606,89,-33.0153,27.9116,74.32,10.09
144,formiga,34,BR,1613008607,92,-20.4644,-45.4264,65.5,4.27
145,mehran,0,IR,1613008609,60,33.1222,46.1646,37.4,4.61
146,portland,100,US,1613008588,63,45.5234,-122.6762,44.01,2.84
147,souillac,40,MU,1613008611,78,-20.5167,57.5167,78.8,13.8
148,bambous virieux,40,MU,1613008612,78,-20.3428,57.7575,79,13.8
149,grand gaube,19,MU,1613008537,73,-20.0064,57.6608,79,5.99
150,hilo,40,US,1613008615,50,19.7297,-155.09,80.6,12.66
151,rantauprapat,56,ID,1613008616,80,2.1,99.8333,81.41,0.16
152,rantepao,76,ID,1613008617,55,-2.9701,119.8978,82.78,1.7
153,shimoda,20,JP,1613008619,41,34.6667,138.95,55.4,12.66
154,tasiilaq,73,GL,1613008620,52,65.6145,-37.6368,8.6,5.75
155,saint-francois,90,FR,1613008621,93,46.4154,3.9054,28.99,6.91
156,erenhot,29,CN,1613008622,85,43.6475,111.9767,32.92,25.52
157,yichang,46,CN,1613008624,60,30.7144,111.2847,55.99,1.61
158,cermeno,20,PA,1613008625,83,8.7333,-79.85,82,11.5
159,milovice,75,CZ,1613008626,79,50.226,14.8886,14,6.91
